RGR,FieldTag,Specimen,Date,Island,Locale,Habitat,lat,long,Sex,Mass,notes,lamellae hind internal,lamellae hind external,lamellae front internal,lamellae front external,lamellae counter,lamellae hind internal replicate,lamellae front internal replicate,lamellae counter replicate,ventral scale count,dorsal scale count,SVL,Finger,Toe,Jaw,Head,Radius,Femur,Tibia,Meta,SVL_1,SVL_2,SVL_3,R_finger,L_finger,R_toe,L_toe,r_jaw,l_jaw,head,r_radius,l_radius,r_femur,r_tibia,r_meta,l_femur,l_tibia,l_meta
RGR0713,2937827,Y,,RaggedIsland,Goat pasture,secondary,22.190709,-75.719438,M,4.3,,30,7,17,7,Ken Toyama,,,,,,49.99633333,7.981,10.326,13.616,13.822,7.018,11.543,11.064,7.111,49.901,50.186,49.902,7.981,7.095,9.925,10.326,13.593,13.616,13.822,6.86,7.018,10.687,10.305,7.111,11.543,11.064,6.614
RGR0714,2937826,Y,,RaggedIsland,Goat pasture,secondary,22.190709,-75.719438,M,4.8,,33,8,18,9,Ken Toyama,,,,,,54.411,8.952,11.097,14.873,14.688,8.172,13.137,11.827,7.385,54.623,54.177,54.433,8.952,7.487,10.211,11.097,14.665,14.873,14.688,8.172,7.771,12.985,11.123,7.385,13.137,11.827,7.183
RGR0715,2937825,Y,,RaggedIsland,Goat pasture,secondary,22.190709,-75.719438,M,4.5,,30,7,19,7,Ken Toyama,,,,,,55.132,7.994,11.727,14.856,14.808,8.195,12.861,11.597,7.673,55.154,55.197,55.045,7.959,7.994,11.498,11.727,14.284,14.856,14.808,8.195,7.57,12.861,11.597,7.673,12.608,11.553,7.588
RGR0716,2937824,Y,,RaggedIsland,Goat pasture,secondary,22.190709,-75.719438,M,4.2,,29,8,19,8,Ken Toyama,,,,,,51.09566667,8.204,11.396,13.588,12.885,7.131,12.578,11.272,7.502,51.245,51.063,50.979,7.593,8.204,11.053,11.396,13.588,13.373,12.885,6.442,7.131,12.578,10.991,7.452,11.875,11.272,7.502
RGR0717,2937823,Y,,RaggedIsland,Goat pasture,secondary,22.190709,-75.719438,M,4.7,,31,7,18,7,Ken Toyama,,,,,,52.65833333,8.256,11.452,15.389,15.64,8.065,12.025,11.495,7.607,52.495,52.313,53.167,7.897,8.256,11.224,11.452,15.389,14.846,15.64,8.065,7.565,12.025,11.495,7.607,11.87,11.225,7.265
RGR0718,2937822,Y,,RaggedIsland,forest,coppice,22.176811,-75.736405,M,5.4,,28,7,18,8,Ken Toyama,,,,,,56.08933333,8.694,11.524,15.141,16.119,8.493,14.105,12.37,7.908,56.126,56.123,56.019,8.246,8.694,11.384,11.524,15.141,15.108,16.119,8.493,7.621,12.525,11.972,7.213,14.105,12.37,7.908
RGR0719,2937821,Y,,RaggedIsland,forest,coppice,22.176811,-75.736405,M,5.1,,31,7,16,7,Ken Toyama,,,,,,56.46466667,7.952,10.431,15.05,14.939,7.844,12.293,11.545,7.699,56.114,56.52,56.76,7.952,7.791,10.089,10.431,15.05,14.475,14.939,7.484,7.844,12.293,11.545,7.387,11.689,11.077,7.699
RGR0720,2937820,Y,,RaggedIsland,forest,coppice,22.176811,-75.736405,M,4.9,,30,8,17,8,Ken Toyama,,,,,,53.68633333,9.767,11.65,16.011,15.907,8.514,13.671,12.508,8.119,53.671,53.751,53.637,9.767,5.93,11.466,11.65,16.011,14.968,15.907,8.066,8.514,13.671,12.508,8.053,13.17,12.386,8.119
RGR0721,2937819,Y,,RaggedIsland,forest,coppice,22.176811,-75.736405,M,4.5,,28,8,18,7,Ken Toyama,,,,,,53.47033333,9.328,11.451,14.875,15.21,8.343,12.401,11.431,7.269,53.268,53.247,53.896,8.701,9.328,8.89,11.451,14.875,14.696,15.21,7.884,8.343,12.401,11.396,7.127,11.517,11.431,7.269
RGR0722,2937818,Y,,RaggedIsland,forest,coppice,22.176811,-75.736405,M,4.8,,30,8,19,8,Ken Toyama,,,,,,55.05533333,8.639,11.606,16.121,16.778,7.348,12.948,11.696,7.546,55.191,55.141,54.834,7.631,8.639,11.606,11.237,16.121,15.976,16.778,6.524,7.348,12.948,11.696,6.918,12.93,11.618,7.546
RGR0723,2937817,Y,,RaggedIsland,forest,coppice,22.176811,-75.736405,M,5.5,,32,7,18,7,Ken Toyama,,,,,,57.448,8.613,12.365,16.347,16.411,8.368,13.514,12.558,8.062,57.658,57.227,57.459,8.395,8.613,12.365,10.387,15.989,16.347,16.411,8.005,8.368,12.707,12.146,7.78,13.514,12.558,8.062
RGR0724,2937816,Y,,RaggedIsland,forest,coppice,22.176811,-75.736405,M,3.6,,31,9,18,8,Ken Toyama,,,,,,51.86733333,8.071,10.322,14.984,14.999,7.185,11.755,11.156,7.236,52.1,51.759,51.743,8.071,7.461,9.916,10.322,14.068,14.984,14.999,7.079,7.185,11.755,11.081,7.236,11.699,11.156,6.584
RGR0725,2937815,Y,,RaggedIsland,forest,coppice,22.176811,-75.736405,M,6.5,,28,7,17,7,Ken Toyama,,,,,,58.59633333,9.099,10.281,16.594,16.271,9.017,13.337,12.294,8.105,58.494,58.885,58.41,8.308,9.099,10.281,,16.594,15.538,16.271,8.532,9.017,13.062,12.294,7.935,13.337,12.164,8.105
RGR0726,2937814,Y,,RaggedIsland,forest,coppice,22.176811,-75.736405,M,4.5,,30,8,19,8,Ken Toyama,,,,,,53.76566667,7.696,12.104,15.896,15.661,8.083,12.725,11.556,7.414,53.569,54.063,53.665,7.41,7.696,11.945,12.104,15.802,15.896,15.661,7.643,8.083,12.468,11.088,7.119,12.725,11.556,7.414
RGR0727,2937813,Y,,RaggedIsland,forest,coppice,22.176811,-75.736405,M,4.2,,30,8,17,8,Ken Toyama,,,,,,52.29433333,7.797,10.853,14.928,15.219,7.387,12.507,11.425,7.444,51.921,52.684,52.278,4.801,7.797,8.803,10.853,14.861,14.928,15.219,7.387,6.832,12.507,11.347,6.696,12.205,11.425,7.444
RGR0728,2937812,Y,,RaggedIsland,forest,coppice,22.176811,-75.736405,M,4.7,,32,8,19,8,Ken Toyama,,,,,,52.796,7.669,11.622,14.427,14.528,6.617,12.299,12.212,7.446,53.017,52.628,52.743,7.669,7.407,11.622,9.7,14.427,14.218,14.528,6.617,5.732,11.625,11.899,7.446,12.299,12.212,7.428
RGR0729,2937811,Y,,RaggedIsland,forest,coppice,22.176811,-75.736405,M,3.9,,30,7,17,8,Ken Toyama,,,,,,52.07833333,7.927,10.613,14.182,14.616,7.367,12.911,11.352,7.539,51.961,52.031,52.243,7.927,7.268,10.613,10.329,14.182,14.153,14.616,6.614,7.367,10.302,11.259,7.539,12.911,11.352,7.348
RGR0730,2937810,Y,,RaggedIsland,forest,coppice,22.176811,-75.736405,M,5.2,,31,7,17,7,Ken Toyama,,,,,,56.74466667,8.201,11.829,16.03,16.175,8.869,13.238,11.949,7.819,56.429,56.929,56.876,8.201,7.442,11.527,11.829,15.456,16.03,16.175,8.869,7.219,12.781,11.704,7.601,13.238,11.949,7.819
RGR0731,2937809,Y,,RaggedIsland,forest,coppice,22.176811,-75.736405,M,4.6,,30,7,17,7,Ken Toyama,,,,,,51.77666667,8.701,11.413,13.959,13.479,7.783,12.809,11.778,7.824,51.934,51.386,52.01,7.456,8.701,11.083,11.413,13.959,13.813,13.479,7.647,7.783,12.63,11.606,7.824,12.809,11.778,7.233
RGR0732,2937808,Y,,RaggedIsland,forest,coppice,22.176811,-75.736405,M,4.9,,30,8,19,7,Ken Toyama,,,,,,55.677,7.833,11.453,15.632,15.428,8.34,13.538,12.218,7.86,55.946,55.385,55.7,7.583,7.833,11.453,11.007,15.632,14.813,15.428,7.797,8.34,13.538,12.218,7.513,12.839,12.005,7.86
RGR0733,2937807,Y,,RaggedIsland,forest,coppice,22.176811,-75.736405,F,2.4,,28,7,16,7,Ken Toyama,,,,,,42.21266667,5.701,8.521,12.477,12.252,6.078,9.49,8.72,5.919,42.297,42.212,42.129,5.217,5.701,8.521,8.087,12.357,12.477,12.252,6.078,5.767,9.49,8.72,5.431,9.105,8.558,5.919
RGR0734,2937806,Y,,RaggedIsland,forest,coppice,22.176811,-75.736405,F,1.9,,27,7,16,6,Ken Toyama,,,,,,42.10966667,5.887,9.002,11.794,12.556,5.549,9.131,8.595,6.164,42.281,42.074,41.974,5.887,4.993,7.793,9.002,11.773,11.794,12.556,5.549,4.497,9.131,8.595,6.164,8.854,8.172,5.822
RGR0735,2937805,Y,,RaggedIsland,forest,coppice,22.176811,-75.736405,F,1.0,,27,7,16,7,Ken Toyama,,,,,,34.42866667,4.619,7.293,9.574,10.219,5.547,7.836,7.63,5.051,34.656,34.333,34.297,3.051,4.619,7.293,7.193,9.42,9.574,10.219,5.547,4.466,7.482,7.63,5.045,7.836,7.449,5.051
RGR0736,2937804,Y,,RaggedIsland,forest,coppice,22.176811,-75.736405,F,2.0,,27,7,15,7,Ken Toyama,,,,,,40.31333333,5.54,8.394,11.326,11.915,5.898,9.215,8.333,6.125,40.359,40.467,40.114,5.54,5.458,8.394,7.862,11.263,11.326,11.915,5.345,5.898,9.215,8.333,5.846,9.078,8.318,6.125
RGR0737,2937803,Y,,RaggedIsland,forest,coppice,22.176811,-75.736405,F,1.6,,30,8,17,8,Ken Toyama,,,,,,38.147,6.262,8.04,11.263,11.575,5.687,9.55,9.022,5.678,38.222,38.151,38.068,6.152,6.262,8.022,8.04,11.263,10.805,11.575,5.401,5.687,9.55,9.022,4.631,8.846,8.598,5.678
RGR0738,2937802,Y,,RaggedIsland,forest,coppice,22.176811,-75.736405,F,1.8,,30,7,16,7,Ken Toyama,,,,,,40.836,5.907,8.234,11.414,12.099,6.05,9.048,8.554,5.924,40.747,40.839,40.922,3.64,5.907,8.234,7.998,11.145,11.414,12.099,6.05,5.25,8.76,8.554,5.579,9.048,8.198,5.924
RGR0739,2937801,Y,,RaggedIsland,forest,coppice,22.176811,-75.736405,F,2.0,,30,7,16,7,Ken Toyama,,,,,,40.44833333,5.535,8.168,10.263,10.496,5.133,9.155,8.49,5.505,40.349,40.451,40.545,5.252,5.535,8.168,8.054,10.056,10.263,10.496,5.133,4.695,9.071,7.789,5.505,9.155,8.49,5.374
RGR0740,2937800,Y,,RaggedIsland,forest,coppice,22.176811,-75.736405,F,1.8,,29,7,16,8,Ken Toyama,,,,,,40.26533333,5.935,8.579,11.911,12.612,5.644,9.963,8.578,6.004,40.549,40.275,39.972,5.775,5.935,5.412,8.579,11.68,11.911,12.612,5.556,5.644,9.963,8.578,5.47,9.132,8.574,6.004
RGR0741,2937799,Y,,RaggedIsland,forest,coppice,22.176811,-75.736405,F,1.8,,29,7,16,7,Ken Toyama,,,,,,41.781,5.69,8.782,11.865,12.481,6.056,9.648,9.105,5.848,41.932,41.513,41.898,5.69,5.157,8.16,8.782,11.865,11.697,12.481,5.663,6.056,9.648,9.105,5.848,9.468,8.979,5.747
RGR0742,2937798,Y,,RaggedIsland,forest,coppice,22.176811,-75.736405,F,1.8,,31,7,16,8,Ken Toyama,,,,,,40.33166667,6.187,8.37,10.855,11.294,5.985,9.175,8.172,5.897,40.108,40.435,40.452,4.616,6.187,8.37,7.47,10.855,10.436,11.294,5.985,5.802,9.175,8.172,5.897,8.836,7.59,5.779
RGR0743,2937797,Y,,RaggedIsland,forest,coppice,22.176811,-75.736405,F,2.1,,29,7,16,8,Ken Toyama,,,,,,41.36566667,5.843,8.715,11.841,12.282,5.987,9.584,8.554,6.101,41.361,41.41,41.326,5.795,5.843,8.715,8.004,11.738,11.841,12.282,5.987,5.526,9.456,8.554,5.935,9.584,8.532,6.101
RGR0744,2937796,Y,,RaggedIsland,forest,coppice,22.176811,-75.736405,F,1.7,,28,7,17,7,Ken Toyama,,,,,,40.20966667,5.855,8.095,11.507,11.937,4.663,8.596,8.378,5.746,40.272,40.243,40.114,5.652,5.855,8.095,7.858,11.507,11.155,11.937,4.663,4.319,8.596,8.378,5.746,8.594,8.015,5.154
RGR0745,2937795,Y,,RaggedIsland,forest,coppice,22.176811,-75.736405,F,1.7,,28,6,15,7,Ken Toyama,,,,,,42.08666667,6.073,8.259,12.273,12.601,6.035,9.627,8.562,6.102,42.23,41.977,42.053,4.991,6.073,8.259,5.828,12.1,12.273,12.601,6.035,5.459,9.627,8.51,6.102,9.395,8.562,5.576
RGR0746,2937794,Y,,RaggedIsland,forest,coppice,22.176811,-75.736405,F,2.1,,28,8,16,9,Ken Toyama,,,,,,42.43633333,6.659,8.868,12.589,12.929,6.196,9.288,8.922,5.811,42.395,42.297,42.617,6.232,6.659,8.626,8.868,12.589,12.517,12.929,6.099,6.196,9.037,7.682,5.729,9.288,8.922,5.811
RGR0533,2938010,Y,,RumCay,,coppice,23.68673483,-74.86610519,M,5.2,,30,9,18,8,Ken Toyama,,,,,,55.62233333,7.206,11.955,15.051,15.181,6.921,13.337,11.895,7.532,55.994,55.34,55.533,7.206,,11.955,10.642,14.986,15.051,15.181,6.921,6.319,13.337,11.895,7.104,12.391,11.807,7.532
RGR0534,2938009,Y,,RumCay,,coppice,23.68673483,-74.86610519,M,4.1,,32,8,18,9,Ken Toyama,,,,,,49.51,7.873,10.145,13.211,13.121,6.687,12.423,10.886,7.366,49.368,49.457,49.705,7.407,7.873,9.171,10.145,12.725,13.211,13.121,6.364,6.687,11.899,10.886,7.366,12.423,10.705,7.345
RGR0535,2938008,Y,,RumCay,,coppice,23.68673483,-74.86610519,M,4.2,,30,8,16,8,Ken Toyama,,,,,,37.426,4.857,7.571,11.529,12.207,5.206,8.564,7.766,5.17,37.696,37.183,37.399,4.776,4.857,7.571,,11.163,11.529,12.207,4.693,5.206,8.564,7.766,5.17,8.379,7.586,4.785
RGR0536,2938007,Y,,RumCay,,coppice,23.68673483,-74.86610519,M,3.3,,30,8,17,9,Ken Toyama,,,,,,51.57233333,7.357,10.458,13.819,14.099,7.504,13.094,11.466,7.34,51.543,51.402,51.772,7.161,7.357,10.458,7.393,13.819,13.66,14.099,,7.504,12.733,11.466,7.156,13.094,11.284,7.34
RGR0537,2938006,Y,,RumCay,,coppice,23.68673483,-74.86610519,M,2.8,,30,8,17,8,Ken Toyama,,,,,,48.45333333,7.196,8.91,13.1,13.794,6.679,11.741,10.781,7.035,48.41,48.361,48.589,7.196,6.135,7.799,8.91,12.806,13.1,13.794,6.384,6.679,11.741,10.781,6.239,11.282,10.522,7.035
RGR0538,2938005,Y,,RumCay,,coppice,23.68673483,-74.86610519,M,4.8,,33,8,17,8,Ken Toyama,,,,,,56.919,8.349,10.871,16.351,16.221,7.652,13.286,11.676,7.219,57.259,56.868,56.63,7.127,8.349,10.749,10.871,16.351,15.828,16.221,7.652,7.213,13.286,11.533,7.219,12.579,11.676,7.142
RGR0539,2938004,Y,,RumCay,,coppice,23.68673483,-74.86610519,M,3.7,,30,8,17,8,Ken Toyama,,,,,,49.437,7.469,10.206,14.608,14.385,7.111,12.462,11.18,7.204,49.463,49.608,49.24,7.469,7.346,10.206,9.697,14.443,14.608,14.385,7.111,6.815,12.081,11.18,7.204,12.462,10.706,6.702
RGR0540,2938003,Y,,RumCay,,coppice,23.68673483,-74.86610519,M,3.3,,32,8,17,9,Ken Toyama,,,,,,49.98233333,7.176,11.389,14.302,15.187,,12.271,11.02,7.119,49.992,50.021,49.934,7.176,7.078,10.982,11.389,14.302,14.184,15.187,,,12.03,11.02,7.119,12.271,10.93,7.119
RGR0541,2938002,Y,,RumCay,,coppice,23.68673483,-74.86610519,M,3.3,,31,8,17,8,Ken Toyama,,,,,,48.96233333,7.524,10.608,13.599,14.254,6.779,11.711,10.522,6.632,49.035,49.027,48.825,7.524,7.374,10.132,10.608,13.552,13.599,14.254,6.779,6.766,11.657,10.522,6.632,11.711,10.085,6.343
RGR0542,2938001,Y,,RumCay,,coppice,23.68673483,-74.86610519,M,1.3,,31,9,18,10,Ken Toyama,,,,,,38.30466667,6.034,8.116,11.807,12.651,5.925,9.344,8.449,5.596,38.494,38.234,38.186,6.024,6.034,8.116,7.419,11.807,11.233,12.651,5.925,5.788,9.344,8.449,5.596,9.174,8.303,5.33
RGR0543,2938000,Y,,RumCay,,coppice,23.68673483,-74.86610519,F,1.4,,28,8,16,8,Ken Toyama,,,,,,39.41033333,5.714,8.17,11.044,11.608,4.889,9.133,8.241,5.647,39.6,39.445,39.186,5.008,5.714,8.102,8.17,10.884,11.044,11.608,4.873,4.889,9.133,8.241,5.647,8.851,8.096,5.24
RGR0544,2937999,Y,,RumCay,,coppice,23.68673483,-74.86610519,F,1.2,,26,9,14,9,Ken Toyama,,,,,,37.196,5.122,6.887,10.249,11.088,4.823,8.701,7.538,5.112,37.152,37.173,37.263,4.904,5.122,6.887,6.669,10.249,10.111,11.088,4.794,4.823,8.701,7.538,5.112,8.087,7.383,4.857
RGR0545,2937998,Y,,RumCay,,coppice,23.68673483,-74.86610519,M,2.6,,31,8,17,9,Ken Toyama,,,,,,45.381,7.101,10.95,12.785,12.962,6.527,10.744,10.29,6.202,45.406,45.433,45.304,6.552,7.101,7.473,10.95,12.192,12.785,12.962,6.475,6.527,9.617,10.29,4.871,10.744,9.648,6.202
RGR0546,2937997,Y,,RumCay,,coppice,23.68673483,-74.86610519,M,2.0,,28,8,18,9,Ken Toyama,,,,,,44.26133333,6.21,9.53,12.448,13.316,6.269,10.364,9.591,6.603,44.155,44.316,44.313,5.416,6.21,8.427,9.53,12.448,12.246,13.316,5.855,6.269,9.816,9.035,6.323,10.364,9.591,6.603
RGR0547,2937996,Y,,RumCay,,coppice,23.68673483,-74.86610519,M,1.3,,29,9,15,9,Ken Toyama,,,,,,36.641,5.767,8.446,11.497,11.778,5.793,8.109,8.856,5.017,36.603,36.594,36.726,5.767,5.58,8.446,8.15,11.497,11.36,11.778,5.793,5.628,7.586,7.853,4.169,8.109,8.856,5.017
RGR0548,2937995,Y,,RumCay,,coppice,23.68673483,-74.86610519,F,1.4,,28,7,16,8,Ken Toyama,,,,,,54.86133333,8.101,10.639,15.333,14.97,7.86,13.542,11.632,7.452,54.88,54.892,54.812,6.842,8.101,10.639,8.926,15.333,14.276,14.97,7.803,7.86,11.965,11.474,7.127,13.542,11.632,7.452
RGR0549,2937994,Y,,RumCay,,coppice,23.68673483,-74.86610519,F,1.6,,28,8,16,8,Ken Toyama,,,,,,40.92866667,5.537,8.376,11.81,12.156,5.34,9.932,8.545,5.963,40.94,40.918,40.928,5.239,5.537,8.376,8.059,11.791,11.81,12.156,5.34,5.16,9.54,8.545,5.963,9.932,8.248,5.6
RGR0550,2937993,Y,,RumCay,,coppice,23.68673483,-74.86610519,F,1.7,,29,8,16,8,Ken Toyama,,,,,,42.337,6.523,8.159,11.943,12.551,5.236,9.839,8.662,5.779,42.237,42.256,42.518,6.523,6.341,8.159,7.288,11.868,11.943,12.551,5.236,4.964,9.839,8.662,5.505,9.662,8.628,5.779
RGR0551,2937992,Y,,RumCay,,coppice,23.68673483,-74.86610519,F,1.7,,27,7,16,7,Ken Toyama,,,,,,40.55933333,5.433,8.661,11.701,12.029,5.53,8.957,8.188,5.702,40.902,40.077,40.699,5.063,5.433,7.97,8.661,11.701,11.186,12.029,5.53,5.471,8.618,8.068,5.702,8.957,8.188,5.535
RGR0552,2937991,Y,,RumCay,,coppice,23.68673483,-74.86610519,M,1.7,,30,9,18,8,Ken Toyama,,,,,,42.63233333,6.726,8.541,12.606,13.063,5.806,9.334,8.747,5.98,42.548,42.709,42.64,6.075,6.726,7.363,8.541,12.606,12.297,13.063,5.724,5.806,9.289,8.495,5.899,9.334,8.747,5.98
RGR0553,2937990,Y,,RumCay,,mangrove,23.64284299,-74.8277548,M,5.4,,32,8,17,7,Ken Toyama,,,,,,51.709,7.453,10.006,14.007,14.105,7.633,12.793,10.685,7.04,51.613,51.984,51.53,7.387,7.453,10.006,9.393,14.007,13.966,14.105,7.212,7.633,12.096,10.685,7.04,12.793,10.209,6.706
RGR0554,2937989,Y,,RumCay,,mangrove,23.64284299,-74.8277548,M,4.6,,29,9,18,9,Ken Toyama,,,,,,53.53966667,8.087,11.685,14.75,14.425,7.285,12.025,11.297,7.443,53.943,53.338,53.338,8.001,8.087,11.685,11.451,14.721,14.75,14.425,7.285,7.092,11.027,11.297,6.667,12.025,10.872,7.443
RGR0555,2937988,Y,,RumCay,,mangrove,23.64284299,-74.8277548,M,5.2,,31,8,16,8,Ken Toyama,,,,,,54.91266667,7.664,11.884,14.545,14.607,8.315,12.97,11.844,7.828,55.136,54.836,54.766,7.652,7.664,10.8,11.884,14.073,14.545,14.607,8.315,7.512,12.97,11.844,7.655,11.65,11.723,7.828
RGR0556,2937987,Y,,RumCay,,mangrove,23.64284299,-74.8277548,M,4.7,,30,8,17,9,Ken Toyama,,,,,,53.44133333,7.885,10.788,15.068,14.542,7.442,12.13,11.068,7.226,53.427,53.476,53.421,7.072,7.885,8.752,10.788,15.068,14.745,14.542,7.442,7.368,12.028,11.068,6.915,12.13,10.641,7.226
RGR0557,2937986,Y,,RumCay,,mangrove,23.64284299,-74.8277548,M,2.3,,30,7,18,9,Ken Toyama,,,,,,43.273,6.89,9.637,12.076,12.302,6.099,11.009,10.06,6.789,43.54,43.139,43.14,6.89,6.756,9.637,9.323,11.929,12.076,12.302,4.821,6.099,11.009,9.733,5.878,10.462,10.06,6.789
RGR0558,2937985,Y,,RumCay,,mangrove,23.64284299,-74.8277548,M,4.9,,31,8,17,8,Ken Toyama,,,,,,52.229,7.914,10.501,13.718,14.199,6.02,12.212,10.747,6.946,52.275,52.245,52.167,7.592,7.914,10.501,10.256,13.626,13.718,14.199,6.002,6.02,11.488,10.671,6.88,12.212,10.747,6.946
RGR0559,2937984,Y,,RumCay,,mangrove,23.64284299,-74.8277548,M,5.3,,31,7,17,8,Ken Toyama,,,,,,52.88666667,7.76,11.547,13.442,12.792,6.769,12.098,11.358,6.975,52.376,53.148,53.136,7.526,7.76,9.156,11.547,13.442,11.848,12.792,6.769,6.746,10.851,10.765,6.545,12.098,11.358,6.975
RGR0560,2937983,Y,,RumCay,,mangrove,23.64284299,-74.8277548,M,4.6,,32,8,17,9,Ken Toyama,,,,,,55.055,7.928,11.723,15.816,15.288,7.695,12.074,11.871,7.644,55.035,55.168,54.962,7.928,7.671,11.723,9.681,15.632,15.816,15.288,7.695,7.354,12.074,11.447,6.761,10.524,11.871,7.644
RGR0561,2937982,Y,,RumCay,,mangrove,23.64284299,-74.8277548,M,3.6,,29,8,18,8,Ken Toyama,,,,,,50.43666667,8.074,10.194,13.533,13.693,7.272,11.699,10.936,7.232,50.427,50.689,50.194,6.429,8.074,10.194,10.155,12.724,13.533,13.693,7.272,6.938,11.456,10.772,7.077,11.699,10.936,7.232
RGR0562,2937981,Y,,RumCay,,mangrove,23.64284299,-74.8277548,F,1.1,,30,9,17,9,Ken Toyama,,,,,,34.278,4.881,8.001,9.096,9.87,4.964,7.973,7.249,5.154,34.237,34.291,34.306,4.881,4.539,8.001,7.298,8.677,9.096,9.87,4.964,4.774,7.193,6.346,5.023,7.973,7.249,5.154
RGR0563,2937980,Y,,RumCay,,mangrove,23.64284299,-74.8277548,F,2.0,,26,8,16,9,Ken Toyama,,,,,,41.31133333,5.426,8.276,11.707,11.543,5.357,9.684,8.511,5.56,41.53,41.376,41.028,5.426,4.874,7.494,8.276,11.55,11.707,11.543,5.056,5.357,9.63,8.235,5.56,9.684,8.511,4.988
RGR0564,2937979,Y,,RumCay,,mangrove,23.64284299,-74.8277548,M,2.0,,30,9,17,8,Ken Toyama,,,,,,40.922,6.401,8.579,10.334,10.081,5.445,9.758,8.963,5.85,41.042,41.017,40.707,6.401,6.272,7.759,8.579,9.366,10.334,10.081,5.445,5.092,9.758,8.963,5.85,9.387,8.393,5.746
RGR0565,2937978,Y,,RumCay,,mangrove,23.64284299,-74.8277548,F,1.9,,28,8,15,8,Ken Toyama,,,,,,38.931,5.478,7.713,10.894,11.208,5.184,9.03,7.894,5.156,38.651,38.99,39.152,5.132,5.478,7.679,7.713,10.894,10.443,11.208,4.564,5.184,8.931,7.894,5.156,9.03,7.711,5.133
RGR0566,2937977,Y,,RumCay,,mangrove,23.64284299,-74.8277548,F,1.1,,27,8,15,8,Ken Toyama,,,,,,35.96466667,4.813,7.479,11.233,11.406,4.701,8.321,7.398,5.371,36.003,35.779,36.112,4.813,4.59,7.479,6.57,11.076,11.233,11.406,4.701,4.472,8.321,7.048,5.371,8.162,7.398,4.968
RGR0567,2937976,Y,,RumCay,,mangrove,23.64284299,-74.8277548,F,1.9,,31,7,15,8,Ken Toyama,,,,,,38.62733333,4.623,7.773,9.925,10.387,5.591,8.746,8.015,5.286,38.758,38.594,38.53,4.623,3.467,7.773,,9.867,9.925,10.387,5.591,4.821,8.734,8.015,4.472,8.746,7.782,5.286
RGR0568,2937975,Y,,RumCay,,mangrove,23.64284299,-74.8277548,F,2.3,,29,7,15,8,Ken Toyama,,,,,,41.92333333,5.827,8.689,11.689,12.217,,9.343,8.222,6.02,41.991,41.833,41.946,4.585,5.827,8.005,8.689,11.325,11.689,12.217,,,9.343,7.877,5.353,9.269,8.222,6.02
RGR0569,2937974,Y,,RumCay,,mangrove,23.64284299,-74.8277548,F,1.9,,29,9,15,9,Ken Toyama,,,,,,39.54,5.531,7.628,11.082,11.465,5.241,9.044,8.128,5.436,39.421,39.764,39.435,4.722,5.531,7.628,7.508,11.082,10.478,11.465,4.027,5.241,9.044,8.128,5.336,8.517,7.805,5.436
RGR0570,2937973,Y,,RumCay,,mangrove,23.64284299,-74.8277548,M,1.7,,30,9,19,9,Ken Toyama,,,,,,41.43133333,5.867,7.944,12.533,12.768,6.403,9.554,8.976,5.804,41.616,41.392,41.286,5.867,5.832,7.944,7.349,12.533,11.541,12.768,5.547,6.403,9.172,8.976,5.724,9.554,8.701,5.804
RGR0571,2937972,Y,,RumCay,,mangrove,23.64284299,-74.8277548,F,0.8,,31,8,15,9,Ken Toyama,,,,,,30.99133333,4.776,6.696,9.366,9.394,4.856,7.556,6.668,5.114,30.9,31.048,31.026,3.511,4.776,6.437,6.696,9.366,9.053,9.394,4.856,4.803,7.556,6.573,4.603,6.976,6.668,5.114
RGR0572,2937971,Y,,RumCay,,mangrove,23.64284299,-74.8277548,F,1.7,,31,9,15,8,Ken Toyama,,,,,,39.09633333,5.339,7.954,10.822,11.233,4.858,9.123,8.406,5.771,39.058,39.272,38.959,4.832,5.339,7.954,,10.822,10.363,11.233,4.858,4.481,9.123,7.953,5.34,8.924,8.406,5.771
RGR0573,2937970,Y,,RumCay,,mangrove,23.64284299,-74.8277548,F,1.0,,27,8,16,8,Ken Toyama,,,,,,35.234,4.954,6.771,10.847,10.846,5.077,7.784,7.546,5.251,35.201,35.254,35.247,4.575,4.954,6.771,6.501,10.847,9.837,10.846,5.077,4.309,7.655,7.546,4.979,7.784,6.874,5.251
RGR0574,2937969,Y,,RumCay,,mangrove,23.64284299,-74.8277548,F,0.8,,32,9,16,8,Ken Toyama,,,,,,32.651,5.079,6.894,9.353,9.851,4.828,7.188,6.743,4.714,32.847,32.565,32.541,5.079,4.986,6.894,6.753,9.353,9.152,9.851,4.828,4.697,7.188,6.743,4.714,6.999,6.685,4.567
RGR0575,2937968,Y,,RumCay,,mangrove,23.64284299,-74.8277548,M,0.6,juvenile exclude,26,7,15,8,Ken Toyama,,,,,,28.14033333,4.427,5.629,8.723,9.476,3.897,7.048,6.162,4.106,28.351,28.177,27.893,4.427,4.258,5.629,,8.474,8.723,9.476,3.599,3.897,7.048,6.162,4.106,6.881,5.863,4.015
RGR0576,2937967,Y,,RumCay,,coastal,23.63713408,-74.82885249,F,1.6,,30,8,17,8,Ken Toyama,,,,,,37.57033333,5.715,8.763,10.007,9.858,5.25,9.358,8.237,5.826,37.531,37.688,37.492,5.715,5.568,7.162,8.763,9.888,10.007,9.858,5.082,5.25,9.222,7.914,5.826,9.358,8.237,5.411
