RGR,FieldTag,Specimen,Date,Island,Locale,Habitat,lat,long,Sex,Mass,notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1292,3054,Y,9-Nov-15,Eleuthera,,coppice,24.91285413,-76.16164315,M,1.7,coppice replicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1293,3055,Y,9-Nov-15,Eleuthera,,coppice,24.91285413,-76.16164315,M,2.4,coppice replicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1294,3056,Y,9-Nov-15,Eleuthera,,coppice,24.91285413,-76.16164315,M,4.4,coppice replicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1295,3057,Y,9-Nov-15,Eleuthera,,coppice,24.91285413,-76.16164315,M,2.4,coppice replicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1296,3058,Y,9-Nov-15,Eleuthera,,coppice,24.91285413,-76.16164315,M,2.9,coppice replicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1297,3059,Y,9-Nov-15,Eleuthera,,coppice,24.91285413,-76.16164315,M,2.8,coppice replicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1298,3060,Y,9-Nov-15,Eleuthera,,coppice,24.91285413,-76.16164315,F,1.2,coppice replicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1299,3061,Y,9-Nov-15,Eleuthera,,coppice,24.91285413,-76.16164315,F,1.4,coppice replicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1300,3067,Y,9-Nov-15,Eleuthera,,coppice,24.91285413,-76.16164315,F,1.3,coppice replicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1301,3068,Y,9-Nov-15,Eleuthera,,coppice,24.91285413,-76.16164315,F,1.2,coppice replicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1302,3069,Y,9-Nov-15,Eleuthera,,coppice,24.91285413,-76.16164315,F,0.8,coppice replicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1303,3070,Y,9-Nov-15,Eleuthera,,coppice,24.91285413,-76.16164315,F,1.4,coppice replicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1304,3071,Y,9-Nov-15,Eleuthera,,coppice,24.91285413,-76.16164315,F,1.1,coppice replicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1305,3072,Y,9-Nov-15,Eleuthera,,coppice,24.91285413,-76.16164315,JUV M,1.1,coppice replicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1306,3073,Y,9-Nov-15,Eleuthera,,coppice,24.91285413,-76.16164315,F,1.2,coppice replicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1307,2986,Y,9-Nov-15,Eleuthera,,secondary,24.81815807,-76.33955777,M,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1308,2987,Y,9-Nov-15,Eleuthera,,secondary,24.81815807,-76.33955777,M,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1309,2988,Y,9-Nov-15,Eleuthera,,secondary,24.81815807,-76.33955777,M,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1310,2989,Y,9-Nov-15,Eleuthera,,secondary,24.81815807,-76.33955777,M,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1311,2990,Y,9-Nov-15,Eleuthera,,secondary,24.81815807,-76.33955777,M,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1312,2991,Y,9-Nov-15,Eleuthera,,secondary,24.81815807,-76.33955777,M,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1313,2992,Y,9-Nov-15,Eleuthera,,secondary,24.81815807,-76.33955777,M,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1314,2993,Y,9-Nov-15,Eleuthera,,secondary,24.81815807,-76.33955777,M,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1315,2994,Y,9-Nov-15,Eleuthera,,secondary,24.81815807,-76.33955777,M,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1316,2995,Y,9-Nov-15,Eleuthera,,secondary,24.81815807,-76.33955777,M,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1317,2996,Y,9-Nov-15,Eleuthera,,secondary,24.81815807,-76.33955777,M,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1318,2997,Y,9-Nov-15,Eleuthera,,secondary,24.81815807,-76.33955777,M,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1319,2998,Y,9-Nov-15,Eleuthera,,secondary,24.81815807,-76.33955777,M,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1320,2999,Y,9-Nov-15,Eleuthera,,secondary,24.81815807,-76.33955777,M,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1321,3000,Y,9-Nov-15,Eleuthera,,secondary,24.81815807,-76.33955777,M,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1322,3001,Y,9-Nov-15,Eleuthera,,secondary,24.81815807,-76.33955777,M,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1323,3004,Y,9-Nov-15,Eleuthera,,secondary,24.81815807,-76.33955777,JUV M,1.4,fuzzy scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1324,3005,Y,9-Nov-15,Eleuthera,,secondary,24.81815807,-76.33955777,F,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1325,3006,Y,9-Nov-15,Eleuthera,,secondary,24.81815807,-76.33955777,F,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1326,3007,Y,9-Nov-15,Eleuthera,,secondary,24.81815807,-76.33955777,F,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1327,3008,Y,9-Nov-15,Eleuthera,,secondary,24.81815807,-76.33955777,F,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1328,3009,Y,9-Nov-15,Eleuthera,,secondary,24.81815807,-76.33955777,F,0.8,fuzzy scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1329,3010,Y,9-Nov-15,Eleuthera,,secondary,24.81815807,-76.33955777,F,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1330,3011,Y,9-Nov-15,Eleuthera,,secondary,24.81815807,-76.33955777,F,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1331,3012,Y,9-Nov-15,Eleuthera,,secondary,24.81815807,-76.33955777,F,0.9,fuzzy scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1332,3086,Y,9-Nov-15,Eleuthera,,secondary,24.81815807,-76.33955777,F,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1333,3087,Y,9-Nov-15,Eleuthera,,secondary,24.81815807,-76.33955777,F,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1334,3092,Y,9-Nov-15,Eleuthera,,secondary,24.81815807,-76.33955777,F,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1050,137,N,20151116,LittleCayman,North Coast,coppice,19.69062,-80.06602,F,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1051,138,N,20151116,LittleCayman,North Coast,coppice,19.69062,-80.06602,F,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1052,139,N,20151116,LittleCayman,North Coast,coppice,19.69062,-80.06602,F,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1053,140,N,20151116,LittleCayman,North Coast,coppice,19.69062,-80.06602,F,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1054,141,N,20151116,LittleCayman,North Coast,coppice,19.69062,-80.06602,F,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1055,142,N,20151116,LittleCayman,North Coast,coppice,19.69062,-80.06602,F,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1056,143,N,20151116,LittleCayman,North Coast,coppice,19.69062,-80.06602,F,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1057,144,N,20151116,LittleCayman,North Coast,coppice,19.69062,-80.06602,F,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1058,145,N,20151116,LittleCayman,North Coast,coppice,19.69062,-80.06602,F,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1059,146,N,20151116,LittleCayman,North Coast,coppice,19.69062,-80.06602,F,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1060,147,N,20151116,LittleCayman,North Coast,coppice,19.69062,-80.06602,F,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1061,148,N,20151116,LittleCayman,North Coast,coppice,19.69062,-80.06602,F,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1062,149,N,20151116,LittleCayman,North Coast,coppice,19.69062,-80.06602,F,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1063,150,N,20151116,LittleCayman,North Coast,coppice,19.69062,-80.06602,F,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1064,151,N,20151116,LittleCayman,North Coast,coppice,19.69062,-80.06602,M,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1065,152,N,20151116,LittleCayman,North Coast,coppice,19.69062,-80.06602,M,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1066,153,N,20151116,LittleCayman,North Coast,coppice,19.69062,-80.06602,M,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1067,154,N,20151116,LittleCayman,North Coast,coppice,19.69062,-80.06602,M,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1068,155,N,20151116,LittleCayman,North Coast,coppice,19.69062,-80.06602,M,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1069,156,N,20151116,LittleCayman,North Coast,coppice,19.69062,-80.06602,M,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1070,157,N,20151116,LittleCayman,North Coast,coppice,19.69062,-80.06602,M,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1071,158,N,20151116,LittleCayman,North Coast,coppice,19.69062,-80.06602,M,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1072,159,N,20151116,LittleCayman,North Coast,coppice,19.69062,-80.06602,M,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1073,160,N,20151116,LittleCayman,North Coast,coppice,19.69062,-80.06602,M,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1074,161,N,20151116,LittleCayman,North Coast,coppice,19.69062,-80.06602,M,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1075,162,N,20151116,LittleCayman,North Coast,coppice,19.69062,-80.06602,M,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1076,163,N,20151116,LittleCayman,South Coast,coastal,19.68647,-80.02047,M,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1077,164,N,20151116,LittleCayman,South Coast,coastal,19.68647,-80.02047,M,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1078,165,N,20151116,LittleCayman,South Coast,coastal,19.68647,-80.02047,M,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1079,166,N,20151116,LittleCayman,South Coast,coastal,19.68647,-80.02047,M,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1080,167,N,20151116,LittleCayman,South Coast,coastal,19.68647,-80.02047,M,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1081,168,N,20151116,LittleCayman,South Coast,coastal,19.68647,-80.02047,M,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1082,169,N,20151116,LittleCayman,South Coast,coastal,19.68647,-80.02047,M,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1083,170,N,20151116,LittleCayman,South Coast,coastal,19.68647,-80.02047,M,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1084,171,N,20151116,LittleCayman,South Coast,coastal,19.68647,-80.02047,F,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1085,172,N,20151116,LittleCayman,South Coast,coastal,19.68647,-80.02047,F,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1086,173,N,20151116,LittleCayman,South Coast,coastal,19.68647,-80.02047,F,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1087,174,N,20151116,LittleCayman,South Coast,coastal,19.68647,-80.02047,F,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1088,175,N,20151116,LittleCayman,South Coast,coastal,19.68647,-80.02047,F,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1089,176,N,20151116,LittleCayman,South Coast,coastal,19.68647,-80.02047,F,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1090,177,N,20151116,LittleCayman,South Coast,coastal,19.68647,-80.02047,F,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1091,178,N,20151116,LittleCayman,South Coast,coastal,19.68647,-80.02047,F,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1092,179,N,20151116,LittleCayman,South Coast,coastal,19.68647,-80.02047,F,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1093,180,N,20151116,LittleCayman,South Coast,coastal,19.68647,-80.02047,F,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1094,181,N,20151116,LittleCayman,South Coast,coastal,19.68647,-80.02047,F,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1095,182,N,20151116,LittleCayman,South Coast,coastal,19.68647,-80.02047,F,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1096,183,N,20151116,LittleCayman,South Coast,coastal,19.68647,-80.02047,F,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1097,184,N,20151116,LittleCayman,South Coast,coastal,19.68647,-80.02047,F,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1098,185,N,20151116,LittleCayman,South Coast,coastal,19.68647,-80.02047,F,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1099,186,N,20151116,LittleCayman,South Coast,coastal,19.68647,-80.02047,M,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1100,187,N,20151116,LittleCayman,South Coast,coastal,19.68647,-80.02047,M,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1101,188,N,20151116,LittleCayman,South Coast,coastal,19.68647,-80.02047,M,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1102,189,N,20151116,LittleCayman,South Coast,coastal,19.68647,-80.02047,M,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1103,190,N,20151116,LittleCayman,South Coast,coastal,19.68647,-80.02047,M,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1104,191,N,20151116,LittleCayman,South Coast,coastal,19.68647,-80.02047,M,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1105,192,N,20151116,LittleCayman,South Coast,coastal,19.68647,-80.02047,M,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1106,193,N,20151116,LittleCayman,South Coast,coastal,19.68647,-80.02047,M,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1107,194,N,20151116,LittleCayman,South Coast,coastal,19.68647,-80.02047,M,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1108,195,N,20151116,LittleCayman,South Coast,coastal,19.68647,-80.02047,M,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1109,196,N,20151116,LittleCayman,South Coast,coastal,19.68647,-80.02047,M,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1110,197,N,20151119,LittleCayman,North Coast,secondary,19.66698,-80.10362,F,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1111,198,N,20151119,LittleCayman,North Coast,secondary,19.66698,-80.10362,F,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1112,199,N,20151119,LittleCayman,North Coast,secondary,19.66698,-80.10362,F,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1113,200,N,20151119,LittleCayman,North Coast,secondary,19.66698,-80.10362,F,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1114,201,N,20151119,LittleCayman,North Coast,secondary,19.66698,-80.10362,F,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1115,202,N,20151119,LittleCayman,North Coast,secondary,19.66698,-80.10362,F,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1116,203,N,20151119,LittleCayman,North Coast,secondary,19.66698,-80.10362,F,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1117,204,N,20151119,LittleCayman,North Coast,secondary,19.66698,-80.10362,F,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1118,205,N,20151119,LittleCayman,North Coast,secondary,19.66698,-80.10362,F,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1119,206,N,20151119,LittleCayman,North Coast,secondary,19.66698,-80.10362,F,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1120,207,N,20151119,LittleCayman,North Coast,secondary,19.66698,-80.10362,M,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1121,208,N,20151119,LittleCayman,North Coast,secondary,19.66698,-80.10362,M,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1122,209,N,20151119,LittleCayman,North Coast,secondary,19.66698,-80.10362,M,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1123,210,N,20151119,LittleCayman,North Coast,secondary,19.66698,-80.10362,M,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1124,211,N,20151119,LittleCayman,North Coast,secondary,19.66698,-80.10362,M,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1125,212,N,20151119,LittleCayman,North Coast,secondary,19.66698,-80.10362,M,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1126,213,N,20151119,LittleCayman,North Coast,secondary,19.66698,-80.10362,M,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1127,214,N,20151119,LittleCayman,North Coast,secondary,19.66698,-80.10362,M,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1128,215,N,20151119,LittleCayman,North Coast,secondary,19.66698,-80.10362,M,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1129,216,N,20151119,LittleCayman,North Coast,secondary,19.66698,-80.10362,M,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1130,217,N,20151119,LittleCayman,North Coast,secondary,19.66698,-80.10362,M,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1131,218,N,20151119,LittleCayman,North Coast,secondary,19.66698,-80.10362,M,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1132,219,N,20151119,LittleCayman,North Coast,secondary,19.66698,-80.10362,M,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1133,220,N,20151119,LittleCayman,North Coast,secondary,19.66698,-80.10362,M,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1134,221,N,20151119,LittleCayman,North Coast,secondary,19.66698,-80.10362,M,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1135,222,,20151119,LittleCayman,South Coast,mangrove,19.69861,-79.98714,F,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1136,223,,20151119,LittleCayman,South Coast,mangrove,19.69861,-79.98714,F,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1137,224,,20151119,LittleCayman,South Coast,mangrove,19.69861,-79.98714,F,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1138,225,,20151119,LittleCayman,South Coast,mangrove,19.69861,-79.98714,F,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1139,226,,20151119,LittleCayman,South Coast,mangrove,19.69861,-79.98714,F,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1140,227,,20151119,LittleCayman,South Coast,mangrove,19.69861,-79.98714,F,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1141,228,,20151119,LittleCayman,South Coast,mangrove,19.69861,-79.98714,F,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1142,229,,20151119,LittleCayman,South Coast,mangrove,19.69861,-79.98714,F,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1143,230,,20151119,LittleCayman,South Coast,mangrove,19.69861,-79.98714,F,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1144,231,,20151119,LittleCayman,South Coast,mangrove,19.69861,-79.98714,F,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1145,232,,20151119,LittleCayman,South Coast,mangrove,19.69861,-79.98714,F,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1146,233,,20151119,LittleCayman,South Coast,mangrove,19.69861,-79.98714,F,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1147,234,,20151119,LittleCayman,South Coast,mangrove,19.69861,-79.98714,F,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1148,235,,20151119,LittleCayman,South Coast,mangrove,19.69861,-79.98714,F,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1149,236,,20151119,LittleCayman,South Coast,mangrove,19.69861,-79.98714,M,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1150,237,,20151119,LittleCayman,South Coast,mangrove,19.69861,-79.98714,M,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1151,238,,20151119,LittleCayman,South Coast,mangrove,19.69861,-79.98714,M,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1152,239,,20151119,LittleCayman,South Coast,mangrove,19.69861,-79.98714,M,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1153,240,,20151119,LittleCayman,South Coast,mangrove,19.69861,-79.98714,M,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1154,241,,20151119,LittleCayman,South Coast,mangrove,19.69861,-79.98714,M,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1155,242,,20151119,LittleCayman,South Coast,mangrove,19.69861,-79.98714,F,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1156,243,,20151119,LittleCayman,South Coast,mangrove,19.69861,-79.98714,M,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1157,244,,20151119,LittleCayman,South Coast,mangrove,19.69861,-79.98714,M,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1158,245,,20151119,LittleCayman,South Coast,mangrove,19.69861,-79.98714,M,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1159,246,,20151119,LittleCayman,South Coast,mangrove,19.69861,-79.98714,M,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1160,247,,20151119,LittleCayman,South Coast,mangrove,19.69861,-79.98714,M,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1161,248,,20151119,LittleCayman,South Coast,mangrove,19.69861,-79.98714,F,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1162,249,,20151119,LittleCayman,South Coast,mangrove,19.69861,-79.98714,M,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1163,250,,20151119,LittleCayman,South Coast,mangrove,19.69861,-79.98714,M,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1164,251,,20151119,LittleCayman,South Coast,mangrove,19.69861,-79.98714,M,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
